Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
1,LeBron James,27,MIA,85,1074,1210,0.888,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,2012
2,Kevin Durant,23,OKC,24,889,1210,0.735,66,38.6,28,8,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,2012
3,Chris Paul,26,LAC,6,385,1210,0.318,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,2012
4,Kobe Bryant,33,LAL,2,352,1210,0.291,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,2012
5,Tony Parker,29,SAS,4,331,1210,0.274,60,32.1,18.3,2.9,7.7,1,0.1,0.48,0.23,0.799,7.1,0.177,2012
6,Kevin Love,23,MIN,0,58,1210,0.048,55,39,26,13.3,2,0.9,0.5,0.448,0.372,0.824,10,0.223,2012
7,Dwight Howard,26,ORL,0,13,1210,0.011,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,7.7,0.179,2012
8,Rajon Rondo,25,BOS,0,12,1210,0.01,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,2012
9,Steve Nash,37,PHO,0,7,1210,0.006,62,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,2012
10,Dwyane Wade,30,MIA,0,6,1210,0.005,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,2012
11,Derrick Rose,23,CHI,0,5,1210,0.004,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211,2012
12T,Dirk Nowitzki,33,DAL,0,4,1210,0.003,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175,2012
12T,Russell Westbrook,23,OKC,0,4,1210,0.003,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,2012
14,Tim Duncan,35,SAS,0,3,1210,0.002,58,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174,2012
15,Joe Johnson,30,ATL,0,1,1210,0.001,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,2012
1,LeBron James,28,MIA,120,1207,1210,0.998,76,37.9,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,2013
2,Kevin Durant,24,OKC,0,765,1210,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,2013
3,Carmelo Anthony,28,NYK,1,475,1210,0.393,67,37,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,2013
4,Chris Paul,27,LAC,0,289,1210,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,2013
5,Kobe Bryant,34,LAL,0,184,1210,0.152,78,38.6,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,0.174,2013
6,Tony Parker,30,SAS,0,86,1210,0.071,66,32.9,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,2013
7,Tim Duncan,36,SAS,0,65,1210,0.054,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,2013
8,James Harden,23,HOU,0,33,1210,0.027,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,2013
9,Russell Westbrook,24,OKC,0,9,1210,0.007,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,2013
10,Dwyane Wade,31,MIA,0,5,1210,0.004,69,34.7,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,2013
11,Stephen Curry,24,GSW,0,3,1210,0.002,78,38.2,22.9,4,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,2013
12T,Kevin Garnett,36,BOS,0,1,1210,0.001,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,2013
12T,Marc Gasol,28,MEM,0,1,1210,0.001,80,35,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,0.197,2013
12T,Ty Lawson,25,DEN,0,1,1210,0.001,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,2013
12T,David Lee,29,GSW,0,1,1210,0.001,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0,0.797,9.1,0.15,2013
12T,Joakim Noah,27,CHI,0,1,1210,0.001,66,36.8,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,0.145,2013
1,Kevin Durant,25,OKC,119,1232,1250,0.986,81,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,2014
2,LeBron James,29,MIA,6,891,1250,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,2014
3,Blake Griffin,24,LAC,0,434,1250,0.347,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,2014
4,Joakim Noah,28,CHI,0,322,1250,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,0.19,2014
5,James Harden,24,HOU,0,85,1250,0.068,73,38,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,2014
6,Stephen Curry,25,GSW,0,66,1250,0.053,78,36.5,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,2014
7,Chris Paul,28,LAC,0,45,1250,0.036,62,35,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,2014
8,Al Jefferson,29,CHA,0,34,1250,0.027,73,35,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,2014
9,Paul George,23,IND,0,33,1250,0.026,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,2014
10,LaMarcus Aldridge,28,POR,0,26,1250,0.021,69,36.2,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,0.144,2014
11,Kevin Love,25,MIN,0,25,1250,0.02,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,2014
12T,Tim Duncan,37,SAS,0,21,1250,0.017,74,29.2,15.1,9.7,3,0.6,1.9,0.49,0,0.731,7.4,0.164,2014
12T,Tony Parker,31,SAS,0,21,1250,0.017,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,2014
14,Dirk Nowitzki,35,DAL,0,7,1250,0.006,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,2014
15,Carmelo Anthony,29,NYK,0,4,1250,0.003,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,2014
16,Goran Dragić,27,PHO,0,3,1250,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,2014
17,Mike Conley,26,MEM,0,1,1250,0.001,73,33.5,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161,2014
1,Stephen Curry,26,GSW,100,1198,1300,0.922,80,32.7,23.8,4.3,7.7,2,0.2,0.487,0.443,0.914,15.7,0.288,2015
2,James Harden,25,HOU,25,936,1300,0.72,81,36.8,27.4,5.7,7,1.9,0.7,0.44,0.375,0.868,16.4,0.265,2015
3,LeBron James,30,CLE,5,552,1300,0.425,69,36.1,25.3,6,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,2015
4,Russell Westbrook,26,OKC,0,352,1300,0.271,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,2015
5,Anthony Davis,21,NOP,0,203,1300,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274,2015
6,Chris Paul,29,LAC,0,124,1300,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,2015
7,LaMarcus Aldridge,29,POR,0,6,1300,0.005,71,35.4,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,0.165,2015
8T,Marc Gasol,30,MEM,0,3,1300,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,2015
8T,Blake Griffin,25,LAC,0,3,1300,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,0.183,2015
10T,Tim Duncan,38,SAS,0,1,1300,0.001,77,28.9,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,0.207,2015
10T,Kawhi Leonard,23,SAS,0,1,1300,0.001,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2015
10T,Klay Thompson,24,GSW,0,1,1300,0.001,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,2015
1,Stephen Curry,27,GSW,131,1310,1310,1,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2016
2,Kawhi Leonard,24,SAS,0,634,1310,0.484,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,2016
3,LeBron James,31,CLE,0,631,1310,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2016
4,Russell Westbrook,27,OKC,0,486,1310,0.371,80,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245,2016
5,Kevin Durant,27,OKC,0,147,1310,0.112,72,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27,2016
6,Chris Paul,30,LAC,0,107,1310,0.082,74,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253,2016
7,Draymond Green,25,GSW,0,50,1310,0.038,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2016
8,Damian Lillard,25,POR,0,26,1310,0.02,75,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2016
9,James Harden,26,HOU,0,9,1310,0.007,82,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2016
10,Kyle Lowry,29,TOR,0,6,1310,0.005,77,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2016
1,Russell Westbrook,28,OKC,69,888,1010,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,2017
2,James Harden,27,HOU,22,753,1010,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245,2017
3,Kawhi Leonard,25,SAS,9,500,1010,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,2017
4,LeBron James,32,CLE,1,333,1010,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,2017
5,Isaiah Thomas,27,BOS,0,81,1010,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,2017
6,Stephen Curry,28,GSW,0,52,1010,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,2017
7T,Giannis Antetokounmpo,22,MIL,0,7,1010,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,2017
7T,John Wall,26,WAS,0,7,1010,0.007,78,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149,2017
9T,Anthony Davis,23,NOP,0,2,1010,0.002,75,36.1,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195,2017
9T,Kevin Durant,28,GSW,0,2,1010,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278,2017
11,DeMar DeRozan,27,TOR,0,1,1010,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166,2017
1,James Harden,28,HOU,86,965,1010,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,2018
2,LeBron James,33,CLE,15,738,1010,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221,2018
3,Anthony Davis,24,NOP,0,445,1010,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,2018
4,Damian Lillard,27,POR,0,207,1010,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,2018
5,Russell Westbrook,29,OKC,0,76,1010,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,2018
6,Giannis Antetokounmpo,23,MIL,0,75,1010,0.074,75,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,2018
7,Kevin Durant,29,GSW,0,66,1010,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2018
8,DeMar DeRozan,28,TOR,0,32,1010,0.032,80,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,2018
9,LaMarcus Aldridge,32,SAS,0,6,1010,0.006,75,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209,2018
10T,Jimmy Butler,28,MIN,0,5,1010,0.005,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198,2018
10T,Stephen Curry,29,GSW,0,5,1010,0.005,51,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,2018
12,Joel Embiid,23,PHI,0,4,1010,0.004,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,2018
13,Victor Oladipo,25,IND,0,2,1010,0.002,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,2018
1,Giannis Antetokounmpo,24,MIL,78,941,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,2019
2,James Harden,29,HOU,23,776,1010,0.768,78,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254,2019
3,Paul George,28,OKC,0,356,1010,0.352,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,2019
4,Nikola Jokić,23,DEN,0,212,1010,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,2019
5,Stephen Curry,30,GSW,0,175,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2019
6,Damian Lillard,28,POR,0,69,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2019
7,Joel Embiid,24,PHI,0,49,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,2019
8,Kevin Durant,30,GSW,0,25,1010,0.025,78,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2019
9,Kawhi Leonard,27,TOR,0,13,1010,0.013,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,2019
10,Russell Westbrook,30,OKC,0,8,1010,0.008,73,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,2019
11T,Rudy Gobert,26,UTA,0,1,1010,0.001,81,31.8,15.9,12.9,2,0.8,2.3,0.669,,0.636,14.4,0.268,2019
11T,LeBron James,34,LAL,0,1,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,2019
1,Giannis Antetokounmpo,25,MIL,85,962,1010,0.952,63,30.4,29.5,13.6,5.6,1,1,0.553,0.304,0.633,11.1,0.279,2020
2,LeBron James,35,LAL,16,753,1010,0.746,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,2020
3,James Harden,30,HOU,0,367,1010,0.363,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,2020
4,Luka Dončić,20,DAL,0,200,1010,0.198,61,33.6,28.8,9.4,8.8,1,0.2,0.463,0.316,0.758,8.8,0.207,2020
5,Kawhi Leonard,28,LAC,0,168,1010,0.166,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,2020
6,Anthony Davis,26,LAL,0,82,1010,0.081,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,2020
7,Chris Paul,34,OKC,0,26,1010,0.026,70,31.5,17.6,5,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,2020
8,Damian Lillard,29,POR,0,23,1010,0.023,66,37.5,30,4.3,8,1.1,0.3,0.463,0.401,0.888,11.6,0.225,2020
9,Nikola Jokić,24,DEN,0,18,1010,0.018,73,32,19.9,9.7,7,1.2,0.6,0.528,0.314,0.817,9.8,0.202,2020
10,Pascal Siakam,25,TOR,0,17,1010,0.017,60,35.2,22.9,7.3,3.5,1,0.9,0.453,0.359,0.792,5.4,0.123,2020
11,Jimmy Butler,30,MIA,0,9,1010,0.009,58,33.8,19.9,6.7,6,1.8,0.6,0.455,0.244,0.834,9,0.221,2020
12,Jayson Tatum,21,BOS,0,1,1010,0.001,66,34.3,23.4,7,3,1.4,0.9,0.45,0.403,0.812,6.9,0.146,2020
1,Nikola Jokić,25,DEN,91,971,1010,0.961,72,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,2021
2,Joel Embiid,26,PHI,1,586,1010,0.58,51,31.1,28.5,10.6,2.8,1,1.4,0.513,0.377,0.859,8.8,0.266,2021
3,Stephen Curry,32,GSW,5,453,1010,0.449,63,34.2,32,5.5,5.8,1.2,0.1,0.482,0.421,0.916,9,0.201,2021
4,Giannis Antetokounmpo,26,MIL,1,348,1010,0.345,61,33,28.1,11,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,2021
5,Chris Paul,35,PHO,2,139,1010,0.138,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,2021
6,Luka Dončić,21,DAL,0,42,1010,0.042,66,34.3,27.7,8,8.6,1,0.5,0.479,0.35,0.73,7.7,0.163,2021
7,Damian Lillard,30,POR,0,38,1010,0.038,67,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,10.4,0.209,2021
8,Julius Randle,26,NYK,0,20,1010,0.02,71,37.6,24.1,10.2,6,0.9,0.3,0.456,0.411,0.811,7.8,0.14,2021
9,Derrick Rose,32,TOT,1,10,1010,0.01,50,25.6,14.7,2.6,4.2,1,0.4,0.47,0.388,0.866,3.1,0.118,2021
10,Rudy Gobert,28,UTA,0,8,1010,0.008,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0,0.623,11.3,0.248,2021
11,Russell Westbrook,32,WAS,0,5,1010,0.005,65,36.4,22.2,11.5,11.7,1.4,0.4,0.439,0.315,0.656,3.7,0.075,2021
12,Ben Simmons,24,PHI,0,3,1010,0.003,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6,0.153,2021
13T,James Harden,31,TOT,0,1,1010,0.001,44,36.6,24.6,7.9,10.8,1.2,0.8,0.466,0.362,0.861,7,0.208,2021
13T,LeBron James,36,LAL,0,1,1010,0.001,45,33.4,25,7.7,7.8,1.1,0.6,0.513,0.365,0.698,5.6,0.179,2021
13T,Kawhi Leonard,29,LAC,0,1,1010,0.001,52,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,8.8,0.238,2021
1,Nikola Jokić,26,DEN,65,875,1000,0.875,74,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,2022
2,Joel Embiid,27,PHI,26,706,1000,0.706,68,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,12,0.252,2022
3,Giannis Antetokounmpo,27,MIL,9,595,1000,0.595,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,2022
4,Devin Booker,25,PHO,0,216,1000,0.216,68,34.5,26.8,5,4.8,1.1,0.4,0.466,0.383,0.868,7.6,0.156,2022
5,Luka Dončić,22,DAL,0,146,1000,0.146,65,35.4,28.4,9.1,8.7,1.2,0.6,0.457,0.353,0.744,7.6,0.159,2022
6,Jayson Tatum,23,BOS,0,43,1000,0.043,76,35.9,26.9,8,4.4,1,0.6,0.453,0.353,0.853,9.6,0.169,2022
7,Ja Morant,22,MEM,0,10,1000,0.01,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,2022
8,Stephen Curry,33,GSW,0,4,1000,0.004,64,34.5,25.5,5.2,6.3,1.3,0.4,0.437,0.38,0.923,8,0.173,2022
9,Chris Paul,36,PHO,0,2,1000,0.002,65,32.9,14.7,4.4,10.8,1.9,0.3,0.493,0.317,0.837,9.4,0.21,2022
10T,DeMar DeRozan,32,CHI,0,1,1000,0.001,76,36.1,27.9,5.2,4.9,0.9,0.3,0.504,0.352,0.877,8.8,0.154,2022
10T,Kevin Durant,33,BRK,0,1,1000,0.001,55,37.2,29.9,7.4,6.4,0.9,0.9,0.518,0.383,0.91,8.4,0.198,2022
10T,LeBron James,37,LAL,0,1,1000,0.001,56,37.2,30.3,8.2,6.2,1.3,1.1,0.524,0.359,0.756,7.5,0.172,2022
1,Joel Embiid,28,PHI,73,915,1000,0.915,66,34.6,33.1,10.2,4.2,1,1.7,0.548,0.33,0.857,12.3,0.259,2023
2,Nikola Jokić,27,DEN,15,674,1000,0.674,69,33.7,24.5,11.8,9.8,1.3,0.7,0.632,0.383,0.822,14.9,0.308,2023
3,Giannis Antetokounmpo,28,MIL,12,606,1000,0.606,63,32.1,31.1,11.8,5.7,0.8,0.8,0.553,0.275,0.645,8.6,0.204,2023
4,Jayson Tatum,24,BOS,0,280,1000,0.28,74,36.9,30.1,8.8,4.6,1.1,0.7,0.466,0.35,0.854,10.5,0.185,2023
5,Shai Gilgeous-Alexander,24,OKC,0,46,1000,0.046,68,35.5,31.4,4.8,5.5,1.6,1,0.51,0.345,0.905,11.4,0.226,2023
6,Donovan Mitchell,26,CLE,0,30,1000,0.03,68,35.8,28.3,4.3,4.4,1.5,0.4,0.484,0.386,0.867,8.9,0.176,2023
7,Domantas Sabonis,26,SAC,0,27,1000,0.027,79,34.6,19.1,12.3,7.3,0.8,0.5,0.615,0.373,0.742,12.6,0.221,2023
8,Luka Dončić,23,DAL,0,10,1000,0.01,66,36.2,32.4,8.6,8,1.4,0.5,0.496,0.342,0.742,10.2,0.204,2023
9,Stephen Curry,34,GSW,0,5,1000,0.005,56,34.7,29.4,6.1,6.3,0.9,0.4,0.493,0.427,0.915,7.8,0.192,2023
10,Jimmy Butler,33,MIA,0,3,1000,0.003,64,33.4,22.9,5.9,5.3,1.8,0.3,0.539,0.35,0.85,12.3,0.277,2023
11,De'Aaron Fox,25,SAC,0,2,1000,0.002,73,33.4,25,4.2,6.1,1.1,0.3,0.512,0.324,0.78,7.4,0.146,2023
12T,Jalen Brunson,26,NYK,0,1,1000,0.001,68,35,24,3.5,6.2,0.9,0.2,0.491,0.416,0.829,8.7,0.175,2023
12T,Ja Morant,23,MEM,0,1,1000,0.001,61,31.9,26.2,5.9,8.1,1.1,0.3,0.466,0.307,0.748,6,0.148,2023
